Designator,Mid X,Mid Y,Rotation,Layer
A1,179.08,-86.36,90.0,top
J1,103.515,-92.075,180.0,top
J2,144.1042,-104.4956,270.0,top
J3,118.12,-79.6544,90.0,top
SW1,161.935,-100.965,90.0,top
SW2,170.3488,-100.965,90.0,top
SW3,178.7625,-100.965,90.0,top
SW4,195.59,-100.965,90.0,top
SW5,187.1763,-100.965,90.0,top
